date,Gas_01,Maximum_Humidity,Solar_Radiation,Day_Degree_Hot,Day_Degree_Cold,Average_Humidity,Max_OutdoorTemp,Average_OutdoorTemp,Min_OutdoorTemp,Year,Quarter,Month,Week,Day,Is_Weekend,Is_Holiday
2019-05-05,0.2424987136263488,0.4937616640274874,1.0,0.1525768535262206,0.2027454396168747,0.3572060123784262,0.5857548721550455,0.4555060395722662,0.4047604949252315,2019,2,5,18,5,1,0
2019-05-12,0.1038545130595652,0.4208514399373906,0.9879868499438388,0.0526672694394213,0.3842554001866924,0.4871794871794871,0.6989688558033305,0.6030443820429597,0.559175732196267,2019,2,5,19,12,1,0
2019-05-19,0.1385635622182334,0.5582400934949205,0.934758638517617,0.04000904159132,0.4574525542204032,0.3698370594922318,0.7556778422073362,0.6346344448091283,0.5760793863455674,2019,2,5,20,19,1,0
2019-05-26,0.2486579474852366,0.4306885336638318,0.9454448519370556,0.023508137432188,0.3990846453312854,0.0,0.702946644418,0.612606396557383,0.583853640785541,2019,2,5,21,26,1,0
2019-06-02,0.0,0.2378318978336766,0.9596000834362286,0.0210216998191681,0.4853315350922379,0.3180497663256286,0.7730169207841007,0.6560250254265789,0.5946948029403666,2019,2,6,22,2,1,0
2019-06-09,0.1248396832832798,0.1814546043762544,0.9179178957045726,0.0395569620253164,0.4677737088410398,0.0391141425624187,0.764143392335992,0.6484462435521844,0.5775771784853788,2019,2,6,23,9,1,0
2019-06-16,0.1178932655459243,0.3560423518573039,0.913497875350834,0.0,0.5300565384483302,0.1938865731969182,0.7647043625252401,0.7279172086276131,0.7257159534562522,2019,2,6,24,16,1,0
2019-06-23,0.0,0.2875960190380285,0.9163490211116456,0.0140144665461121,0.4665873692294724,0.1816344574965266,0.7435914844935329,0.6796113278954896,0.6317116658242776,2019,2,6,25,23,1,0
2019-06-30,0.1693520516699694,0.2355999521982656,0.9171083340818876,0.0,0.5591218589317324,0.4436023746368576,0.7859192351368105,0.7540533816337032,0.7359865281292447,2019,2,6,26,30,1,0
2019-07-07,0.0736112924407308,0.347279898621986,0.7726937069621379,0.0,0.6859415634082913,0.4033093343438172,0.8657809911697899,0.8530025244236981,0.8174378911608949,2019,3,7,27,7,1,0
2019-07-14,0.0,0.2847854208304735,0.8369189290284614,0.0,0.5816623115515137,0.3186392151909392,0.7727109370445107,0.8156044232117315,0.8143709834460429,2019,3,7,28,14,1,0
2019-07-21,0.0844638701799427,0.4936789993743241,0.8753740366365876,0.0,0.6594861900703376,0.3180918698160079,0.8288079559693365,0.853639992057993,0.8372658061545892,2019,3,7,29,21,1,0
2019-07-28,0.1588565866170986,0.3368641523234008,0.8687914631666201,0.0,0.7464448835982305,0.2697570628605111,0.8748075114876938,0.9126411630988416,0.8886900029547813,2019,3,7,30,28,1,0
2019-08-04,0.0,0.4182888356893255,0.9001559275967489,0.0,0.7080074801834455,0.4609069091827714,0.8657809911697899,0.8525775460008348,0.8504606416719755,2019,3,8,31,4,1,0
2019-08-11,0.0,0.3864629442214262,0.8744751440762275,0.0,0.7313783705313243,0.3420066523514801,0.8759294518661902,0.886717479304183,0.8692900285724621,2019,3,8,32,11,1,0
